opponent,game_index,seed,composition,player_id,round,phase,decision_type,category,resource,intent_type,wall_ns,cpu_ns
ai_deterministic,1,920001,HOO,p1,1,auction,auction_bid,opening_auction_bid,,auction_bid,149833,153000
ai_deterministic,1,920001,HOO,p1,1,auction,auction_bid,opening_auction_bid,,auction_pass,44333,45000
ai_deterministic,1,920001,HOO,p1,1,auction,auction_bid,opening_auction_bid,,auction_bid,25208,26000
ai_deterministic,1,920001,HOO,p1,1,auction,auction_bid,opening_auction_bid,,auction_pass,16333,16000
ai_deterministic,1,920001,HOO,p1,1,auction,auction_start,opening_auction_start,,auction_start,42875,43000
ai_deterministic,1,920001,HOO,p1,1,buy_resources,buy_resources,resource_plan,coal,buy_resource,426500,429000
ai_deterministic,1,920001,HOO,p1,1,build_houses,build_houses,build_houses,,commit_build,312000,313000
ai_deterministic,1,920001,HOO,p1,1,build_houses,build_houses,build_houses,,commit_build,197042,197000
ai_deterministic,1,920001,HOO,p1,1,build_houses,build_houses,build_houses,,finish_building,131791,132000
ai_deterministic,1,920001,HOO,p1,1,bureaucracy,bureaucracy,bureaucracy,,run_plants,38000,39000
ai_deterministic,1,920001,HOO,p1,2,auction,auction_start,later_auction_start,,auction_start,1857166,1857000
ai_deterministic,1,920001,HOO,p1,2,auction,auction_bid,later_auction_bid,,auction_pass,1061291,1062000
ai_deterministic,1,920001,HOO,p1,2,auction,auction_start,later_auction_start,,auction_pass,1717458,1718000
ai_deterministic,1,920001,HOO,p1,2,buy_resources,buy_resources,resource_plan,coal,buy_resource,400416,401000
ai_deterministic,1,920001,HOO,p1,2,build_houses,build_houses,build_houses,,commit_build,193250,194000
ai_deterministic,1,920001,HOO,p1,2,build_houses,build_houses,build_houses,,finish_building,144166,146000
ai_deterministic,1,920001,HOO,p1,2,bureaucracy,bureaucracy,bureaucracy,,run_plants,19917,20000
ai_deterministic,1,920001,HOO,p1,3,auction,auction_start,later_auction_start,,auction_start,1799792,1800000
ai_deterministic,1,920001,HOO,p1,3,auction,auction_bid,later_auction_bid,,auction_bid,1289541,1237000
ai_deterministic,1,920001,HOO,p1,3,auction,auction_bid,later_auction_bid,,auction_pass,1028667,1021000
ai_deterministic,1,920001,HOO,p1,3,auction,auction_start,later_auction_start,,auction_start,1651000,1652000
ai_deterministic,1,920001,HOO,p1,3,auction,auction_bid,later_auction_bid,,auction_bid,952834,953000
ai_deterministic,1,920001,HOO,p1,3,buy_resources,buy_resources,resource_plan,coal,buy_resource,376750,377000
ai_deterministic,1,920001,HOO,p1,3,build_houses,build_houses,build_houses,,finish_building,141875,143000
ai_deterministic,1,920001,HOO,p1,3,bureaucracy,bureaucracy,bureaucracy,,run_plants,30166,30000
ai_deterministic,1,920001,HOO,p1,4,auction,auction_start,later_auction_start,,auction_start,1761000,1762000
ai_deterministic,1,920001,HOO,p1,4,auction,auction_bid,later_auction_bid,,auction_pass,939208,940000
ai_deterministic,1,920001,HOO,p1,4,auction,auction_start,later_auction_start,,auction_start,1663167,1666000
ai_deterministic,1,920001,HOO,p1,4,auction,auction_bid,later_auction_bid,,auction_pass,930542,931000
ai_deterministic,1,920001,HOO,p1,4,auction,auction_start,later_auction_start,,auction_start,1584500,1574000
ai_deterministic,1,920001,HOO,p1,4,buy_resources,buy_resources,resource_plan,coal,buy_resource,620584,621000
ai_deterministic,1,920001,HOO,p1,4,buy_resources,buy_resources,resource_cached,oil,buy_resource,11041,13000
ai_deterministic,1,920001,HOO,p1,4,build_houses,build_houses,build_houses,,commit_build,187791,188000
ai_deterministic,1,920001,HOO,p1,4,build_houses,build_houses,build_houses,,finish_building,127542,127000
ai_deterministic,1,920001,HOO,p1,4,bureaucracy,bureaucracy,bureaucracy,,run_plants,60917,61000
ai_deterministic,1,920001,HOO,p1,5,auction,auction_start,later_auction_start,,auction_start,2068583,2051000
ai_deterministic,1,920001,HOO,p1,5,auction,auction_bid,later_auction_bid,,auction_pass,892542,894000
ai_deterministic,1,920001,HOO,p1,5,auction,auction_start,later_auction_start,,auction_pass,1934209,1922000
ai_deterministic,1,920001,HOO,p1,5,buy_resources,buy_resources,resource_plan,oil,buy_resource,623084,625000
ai_deterministic,1,920001,HOO,p1,5,build_houses,build_houses,build_houses,,commit_build,331167,330000
ai_deterministic,1,920001,HOO,p1,5,build_houses,build_houses,build_houses,,commit_build,267500,268000
ai_deterministic,1,920001,HOO,p1,5,build_houses,build_houses,build_houses,,commit_build,169792,170000
ai_deterministic,1,920001,HOO,p1,5,build_houses,build_houses,build_houses,,finish_building,125917,127000
ai_deterministic,1,920001,HOO,p1,5,bureaucracy,bureaucracy,bureaucracy,,run_plants,65333,65000
ai_deterministic,1,920001,HOO,p1,6,auction,auction_start,later_auction_start,,auction_start,1879041,1880000
ai_deterministic,1,920001,HOO,p1,6,auction,auction_bid,later_auction_bid,,auction_bid,1247000,1247000
ai_deterministic,1,920001,HOO,p1,6,auction,discard_power_plant,discard_power_plant,,discard_power_plant,11750,12000
ai_deterministic,1,920001,HOO,p1,6,buy_resources,buy_resources,resource_plan,coal,buy_resource,593292,594000
ai_deterministic,1,920001,HOO,p1,6,buy_resources,buy_resources,resource_cached,oil,buy_resource,9375,10000
ai_deterministic,1,920001,HOO,p1,6,build_houses,build_houses,build_houses,,commit_build,205500,206000
ai_deterministic,1,920001,HOO,p1,6,build_houses,build_houses,build_houses,,finish_building,152000,152000
ai_deterministic,1,920001,HOO,p1,6,bureaucracy,bureaucracy,bureaucracy,,run_plants,55792,57000
ai_deterministic,1,920001,HOO,p1,7,auction,auction_start,later_auction_start,,auction_pass,1897792,1899000
ai_deterministic,1,920001,HOO,p1,7,buy_resources,buy_resources,resource_plan,coal,buy_resource,1234833,1216000
ai_deterministic,1,920001,HOO,p1,7,buy_resources,buy_resources,resource_cached,oil,buy_resource,8292,8000
ai_deterministic,1,920001,HOO,p1,7,build_houses,build_houses,build_houses,,commit_build,363084,364000
ai_deterministic,1,920001,HOO,p1,7,build_houses,build_houses,build_houses,,commit_build,302250,303000
ai_deterministic,1,920001,HOO,p1,7,build_houses,build_houses,build_houses,,commit_build,196625,196000
ai_deterministic,1,920001,HOO,p1,7,build_houses,build_houses,build_houses,,finish_building,140625,141000
ai_deterministic,1,920001,HOO,p1,7,bureaucracy,bureaucracy,bureaucracy,,run_plants,50583,50000
ai_deterministic,1,920001,HOO,p1,8,auction,auction_start,later_auction_start,,auction_start,1616500,1616000
ai_deterministic,1,920001,HOO,p1,8,auction,auction_bid,later_auction_bid,,auction_bid,840125,840000
ai_deterministic,1,920001,HOO,p1,8,auction,auction_bid,later_auction_bid,,auction_pass,797041,797000
ai_deterministic,1,920001,HOO,p1,8,auction,auction_start,later_auction_start,,auction_start,1571584,1573000
ai_deterministic,1,920001,HOO,p1,8,auction,auction_bid,later_auction_bid,,auction_bid,824333,826000
ai_deterministic,1,920001,HOO,p1,8,auction,discard_power_plant,discard_power_plant,,discard_power_plant,12791,14000
ai_deterministic,1,920001,HOO,p1,8,buy_resources,buy_resources,resource_plan,coal,buy_resource,1903375,1904000
ai_deterministic,1,920001,HOO,p1,8,buy_resources,buy_resources,resource_cached,oil,buy_resource,8000,8000
ai_deterministic,1,920001,HOO,p1,8,buy_resources,buy_resources,resource_cached,garbage,buy_resource,8000,12000
ai_deterministic,1,920001,HOO,p1,8,build_houses,build_houses,build_houses,,commit_build,284459,289000
ai_deterministic,1,920001,HOO,p1,8,build_houses,build_houses,build_houses,,commit_build,198500,201000
ai_deterministic,1,920001,HOO,p1,8,build_houses,build_houses,build_houses,,finish_building,152333,152000
ai_deterministic,1,920001,HOO,p1,8,bureaucracy,bureaucracy,bureaucracy,,run_plants,58250,59000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_start,later_auction_start,,auction_start,2138583,2140000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_bid,later_auction_bid,,auction_bid,707708,709000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_bid,later_auction_bid,,auction_bid,691791,692000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_bid,later_auction_bid,,auction_pass,696625,698000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_start,later_auction_start,,auction_start,2033250,2035000
ai_deterministic,1,920001,HOO,p1,9,auction,auction_bid,later_auction_bid,,auction_bid,701833,702000
ai_deterministic,1,920001,HOO,p1,9,auction,discard_power_plant,discard_power_plant,,discard_power_plant,10542,11000
ai_deterministic,1,920001,HOO,p1,9,buy_resources,buy_resources,resource_plan,coal,buy_resource,2484334,2465000
ai_deterministic,1,920001,HOO,p1,9,buy_resources,buy_resources,resource_cached,oil,buy_resource,6709,10000
ai_deterministic,1,920001,HOO,p1,9,buy_resources,buy_resources,resource_cached,garbage,buy_resource,6250,7000
ai_deterministic,1,920001,HOO,p1,9,build_houses,build_houses,build_houses,,commit_build,333625,334000
ai_deterministic,1,920001,HOO,p1,9,build_houses,build_houses,build_houses,,commit_build,281584,281000
ai_deterministic,1,920001,HOO,p1,9,build_houses,build_houses,build_houses,,commit_build,231417,232000
ai_deterministic,1,920001,HOO,p1,9,build_houses,build_houses,build_houses,,commit_build,175375,176000
ai_deterministic,1,920001,HOO,p1,9,build_houses,build_houses,build_houses,,finish_building,132000,133000
ai_deterministic,1,920001,HOO,p1,9,bureaucracy,bureaucracy,bureaucracy,,run_plants,68334,68000
ai_deterministic,2,920001,HHO,p2,1,auction,auction_start,opening_auction_start,,auction_start,47292,48000
ai_deterministic,2,920001,HHO,p3,1,auction,auction_bid,opening_auction_bid,,auction_bid,15833,19000
ai_deterministic,2,920001,HHO,p2,1,auction,auction_bid,opening_auction_bid,,auction_pass,13917,14000
ai_deterministic,2,920001,HHO,p2,1,auction,auction_start,opening_auction_start,,auction_start,43375,43000
ai_deterministic,2,920001,HHO,p2,1,auction,auction_bid,opening_auction_bid,,auction_bid,14584,15000
ai_deterministic,2,920001,HHO,p3,1,buy_resources,buy_resources,resource_plan,coal,buy_resource,423500,424000
ai_deterministic,2,920001,HHO,p2,1,buy_resources,buy_resources,resource_plan,coal,buy_resource,699542,700000
ai_deterministic,2,920001,HHO,p2,1,buy_resources,buy_resources,resource_cached,oil,buy_resource,7209,7000
ai_deterministic,2,920001,HHO,p3,1,build_houses,build_houses,build_houses,,commit_build,231833,232000
ai_deterministic,2,920001,HHO,p3,1,build_houses,build_houses,build_houses,,finish_building,152334,153000
ai_deterministic,2,920001,HHO,p2,1,build_houses,build_houses,build_houses,,commit_build,258542,259000
ai_deterministic,2,920001,HHO,p2,1,build_houses,build_houses,build_houses,,commit_build,215750,217000
ai_deterministic,2,920001,HHO,p2,1,build_houses,build_houses,build_houses,,finish_building,148959,151000
ai_deterministic,2,920001,HHO,p2,1,bureaucracy,bureaucracy,bureaucracy,,run_plants,19584,20000
ai_deterministic,2,920001,HHO,p3,1,bureaucracy,bureaucracy,bureaucracy,,run_plants,18917,19000
ai_deterministic,2,920001,HHO,p2,2,auction,auction_start,later_auction_start,,auction_start,1945375,1946000
ai_deterministic,2,920001,HHO,p3,2,auction,auction_bid,later_auction_bid,,auction_bid,1115333,1119000
ai_deterministic,2,920001,HHO,p2,2,auction,auction_bid,later_auction_bid,,auction_pass,1369792,1354000
ai_deterministic,2,920001,HHO,p3,2,auction,auction_bid,later_auction_bid,,auction_pass,1161291,1163000
ai_deterministic,2,920001,HHO,p2,2,auction,auction_start,later_auction_start,,auction_start,1791584,1793000
ai_deterministic,2,920001,HHO,p3,2,auction,auction_bid,later_auction_bid,,auction_bid,1069833,1074000
ai_deterministic,2,920001,HHO,p2,2,auction,auction_bid,later_auction_bid,,auction_pass,1127708,1128000
ai_deterministic,2,920001,HHO,p2,2,auction,auction_start,later_auction_start,,auction_start,1540292,1541000
ai_deterministic,2,920001,HHO,p3,2,buy_resources,buy_resources,resource_plan,coal,buy_resource,454958,455000
ai_deterministic,2,920001,HHO,p2,2,buy_resources,buy_resources,resource_plan,coal,buy_resource,572000,574000
ai_deterministic,2,920001,HHO,p2,2,buy_resources,buy_resources,resource_cached,oil,buy_resource,8250,8000
ai_deterministic,2,920001,HHO,p3,2,build_houses,build_houses,build_houses,,commit_build,212667,214000
ai_deterministic,2,920001,HHO,p3,2,build_houses,build_houses,build_houses,,finish_building,140250,141000
ai_deterministic,2,920001,HHO,p2,2,build_houses,build_houses,build_houses,,finish_building,140750,141000
ai_deterministic,2,920001,HHO,p2,2,bureaucracy,bureaucracy,bureaucracy,,run_plants,54042,54000
ai_deterministic,2,920001,HHO,p3,2,bureaucracy,bureaucracy,bureaucracy,,run_plants,28208,30000
ai_deterministic,2,920001,HHO,p3,3,auction,auction_start,later_auction_start,,auction_start,1877125,1878000
ai_deterministic,2,920001,HHO,p2,3,auction,auction_bid,later_auction_bid,,auction_pass,1260875,1229000
ai_deterministic,2,920001,HHO,p3,3,auction,auction_bid,later_auction_bid,,auction_bid,1078000,1079000
ai_deterministic,2,920001,HHO,p3,3,auction,auction_bid,later_auction_bid,,auction_pass,1016958,1018000
ai_deterministic,2,920001,HHO,p3,3,auction,auction_start,later_auction_start,,auction_start,1748959,1749000
ai_deterministic,2,920001,HHO,p2,3,auction,auction_bid,later_auction_bid,,auction_pass,1068958,1069000
ai_deterministic,2,920001,HHO,p2,3,auction,auction_start,later_auction_start,,auction_pass,1507000,1507000
ai_deterministic,2,920001,HHO,p2,3,buy_resources,buy_resources,resource_plan,coal,buy_resource,582375,582000
ai_deterministic,2,920001,HHO,p2,3,buy_resources,buy_resources,resource_cached,oil,buy_resource,8625,9000
ai_deterministic,2,920001,HHO,p3,3,buy_resources,buy_resources,resource_plan,coal,buy_resource,415458,419000
ai_deterministic,2,920001,HHO,p3,3,buy_resources,buy_resources,resource_cached,oil,buy_resource,7584,8000
ai_deterministic,2,920001,HHO,p2,3,build_houses,build_houses,build_houses,,commit_build,188500,189000
ai_deterministic,2,920001,HHO,p2,3,build_houses,build_houses,build_houses,,finish_building,132958,133000
ai_deterministic,2,920001,HHO,p3,3,build_houses,build_houses,build_houses,,commit_build,193917,194000
ai_deterministic,2,920001,HHO,p3,3,build_houses,build_houses,build_houses,,finish_building,123416,124000
ai_deterministic,2,920001,HHO,p3,3,bureaucracy,bureaucracy,bureaucracy,,run_plants,52833,54000
ai_deterministic,2,920001,HHO,p2,3,bureaucracy,bureaucracy,bureaucracy,,run_plants,54750,55000
ai_deterministic,2,920001,HHO,p3,4,auction,auction_start,later_auction_start,,auction_start,2010291,1980000
ai_deterministic,2,920001,HHO,p2,4,auction,auction_bid,later_auction_bid,,auction_bid,939500,940000
ai_deterministic,2,920001,HHO,p3,4,auction,auction_bid,later_auction_bid,,auction_pass,941167,945000
ai_deterministic,2,920001,HHO,p2,4,auction,auction_bid,later_auction_bid,,auction_bid,868875,869000
ai_deterministic,2,920001,HHO,p2,4,auction,auction_bid,later_auction_bid,,auction_pass,891334,892000
ai_deterministic,2,920001,HHO,p3,4,auction,auction_start,later_auction_start,,auction_pass,1778584,1779000
ai_deterministic,2,920001,HHO,p2,4,auction,auction_start,later_auction_start,,auction_pass,1305666,1306000
ai_deterministic,2,920001,HHO,p2,4,buy_resources,buy_resources,resource_plan,coal,buy_resource,688291,689000
ai_deterministic,2,920001,HHO,p3,4,buy_resources,buy_resources,resource_plan,coal,buy_resource,522292,524000
ai_deterministic,2,920001,HHO,p3,4,buy_resources,buy_resources,resource_cached,oil,buy_resource,8041,11000
ai_deterministic,2,920001,HHO,p2,4,build_houses,build_houses,build_houses,,finish_building,208917,209000
ai_deterministic,2,920001,HHO,p3,4,build_houses,build_houses,build_houses,,commit_build,244666,249000
ai_deterministic,2,920001,HHO,p3,4,build_houses,build_houses,build_houses,,commit_build,179291,182000
ai_deterministic,2,920001,HHO,p3,4,build_houses,build_houses,build_houses,,finish_building,133125,133000
ai_deterministic,2,920001,HHO,p3,4,bureaucracy,bureaucracy,bureaucracy,,run_plants,54833,55000
ai_deterministic,2,920001,HHO,p2,4,bureaucracy,bureaucracy,bureaucracy,,run_plants,72541,73000
ai_deterministic,2,920001,HHO,p3,5,auction,auction_start,later_auction_start,,auction_start,1882083,1856000
ai_deterministic,2,920001,HHO,p2,5,auction,auction_bid,later_auction_bid,,auction_bid,828542,829000
ai_deterministic,2,920001,HHO,p3,5,auction,auction_bid,later_auction_bid,,auction_pass,846125,850000
ai_deterministic,2,920001,HHO,p2,5,auction,auction_bid,later_auction_bid,,auction_pass,788083,788000
ai_deterministic,2,920001,HHO,p3,5,auction,auction_start,later_auction_start,,auction_start,1947167,1949000
ai_deterministic,2,920001,HHO,p2,5,auction,auction_bid,later_auction_bid,,auction_pass,802625,802000
ai_deterministic,2,920001,HHO,p3,5,auction,discard_power_plant,discard_power_plant,,discard_power_plant,9334,10000
ai_deterministic,2,920001,HHO,p2,5,auction,auction_start,later_auction_start,,auction_start,1092541,1093000
ai_deterministic,2,920001,HHO,p2,5,buy_resources,buy_resources,resource_plan,coal,buy_resource,798750,799000
ai_deterministic,2,920001,HHO,p2,5,buy_resources,buy_resources,resource_cached,oil,buy_resource,9042,9000
ai_deterministic,2,920001,HHO,p3,5,buy_resources,buy_resources,resource_plan,oil,buy_resource,765750,766000
ai_deterministic,2,920001,HHO,p3,5,buy_resources,buy_resources,resource_cached,garbage,buy_resource,8708,10000
ai_deterministic,2,920001,HHO,p2,5,build_houses,build_houses,build_houses,,commit_build,246750,249000
ai_deterministic,2,920001,HHO,p2,5,build_houses,build_houses,build_houses,,commit_build,188000,188000
ai_deterministic,2,920001,HHO,p2,5,build_houses,build_houses,build_houses,,finish_building,133542,134000
ai_deterministic,2,920001,HHO,p3,5,build_houses,build_houses,build_houses,,commit_build,182208,185000
ai_deterministic,2,920001,HHO,p3,5,build_houses,build_houses,build_houses,,finish_building,122791,124000
ai_deterministic,2,920001,HHO,p3,5,bureaucracy,bureaucracy,bureaucracy,,run_plants,32833,33000
ai_deterministic,2,920001,HHO,p2,5,bureaucracy,bureaucracy,bureaucracy,,run_plants,103666,104000
ai_deterministic,2,920001,HHO,p3,6,auction,auction_start,later_auction_start,,auction_pass,1713791,1682000
ai_deterministic,2,920001,HHO,p2,6,auction,auction_start,later_auction_start,,auction_start,1253416,1253000
ai_deterministic,2,920001,HHO,p2,6,auction,auction_bid,later_auction_bid,,auction_pass,543792,544000
ai_deterministic,2,920001,HHO,p2,6,auction,auction_start,later_auction_start,,auction_start,1022167,1023000
ai_deterministic,2,920001,HHO,p2,6,auction,discard_power_plant,discard_power_plant,,discard_power_plant,12208,12000
ai_deterministic,2,920001,HHO,p2,6,buy_resources,buy_resources,resource_plan,coal,buy_resource,1407958,1409000
ai_deterministic,2,920001,HHO,p2,6,buy_resources,buy_resources,resource_cached,oil,buy_resource,8208,8000
ai_deterministic,2,920001,HHO,p3,6,buy_resources,buy_resources,resource_plan,oil,buy_resource,781750,782000
ai_deterministic,2,920001,HHO,p3,6,buy_resources,buy_resources,resource_cached,garbage,buy_resource,9750,10000
ai_deterministic,2,920001,HHO,p2,6,build_houses,build_houses,build_houses,,commit_build,237416,238000
ai_deterministic,2,920001,HHO,p2,6,build_houses,build_houses,build_houses,,commit_build,175666,176000
ai_deterministic,2,920001,HHO,p2,6,build_houses,build_houses,build_houses,,finish_building,112334,114000
ai_deterministic,2,920001,HHO,p3,6,build_houses,build_houses,build_houses,,finish_building,112791,113000
ai_deterministic,2,920001,HHO,p3,6,bureaucracy,bureaucracy,bureaucracy,,run_plants,80542,82000
ai_deterministic,2,920001,HHO,p2,6,bureaucracy,bureaucracy,bureaucracy,,run_plants,56833,57000
ai_deterministic,2,920001,HHO,p2,7,auction,auction_start,later_auction_start,,auction_start,1914959,1916000
ai_deterministic,2,920001,HHO,p3,7,auction,auction_bid,later_auction_bid,,auction_pass,1106333,1107000
ai_deterministic,2,920001,HHO,p2,7,auction,auction_bid,later_auction_bid,,auction_pass,1145042,1106000
ai_deterministic,2,920001,HHO,p2,7,auction,auction_start,later_auction_start,,auction_pass,1879042,1878000
ai_deterministic,2,920001,HHO,p3,7,auction,auction_start,later_auction_start,,auction_start,1507500,1507000
ai_deterministic,2,920001,HHO,p3,7,auction,discard_power_plant,discard_power_plant,,discard_power_plant,8541,9000
ai_deterministic,2,920001,HHO,p3,7,buy_resources,buy_resources,resource_plan,oil,buy_resource,653625,657000
ai_deterministic,2,920001,HHO,p3,7,buy_resources,buy_resources,resource_cached,garbage,buy_resource,9375,11000
ai_deterministic,2,920001,HHO,p3,7,buy_resources,buy_resources,resource_cached,uranium,buy_resource,6875,7000
ai_deterministic,2,920001,HHO,p2,7,buy_resources,buy_resources,resource_plan,coal,buy_resource,2088292,2089000
ai_deterministic,2,920001,HHO,p2,7,buy_resources,buy_resources,resource_cached,oil,buy_resource,8167,8000
ai_deterministic,2,920001,HHO,p3,7,build_houses,build_houses,build_houses,,commit_build,362125,363000
ai_deterministic,2,920001,HHO,p3,7,build_houses,build_houses,build_houses,,commit_build,269709,270000
ai_deterministic,2,920001,HHO,p3,7,build_houses,build_houses,build_houses,,commit_build,195334,195000
ai_deterministic,2,920001,HHO,p3,7,build_houses,build_houses,build_houses,,finish_building,122834,123000
ai_deterministic,2,920001,HHO,p2,7,build_houses,build_houses,build_houses,,commit_build,326417,326000
ai_deterministic,2,920001,HHO,p2,7,build_houses,build_houses,build_houses,,commit_build,270584,274000
ai_deterministic,2,920001,HHO,p2,7,build_houses,build_houses,build_houses,,commit_build,194333,195000
ai_deterministic,2,920001,HHO,p2,7,build_houses,build_houses,build_houses,,finish_building,132208,132000
ai_deterministic,2,920001,HHO,p2,7,bureaucracy,bureaucracy,bureaucracy,,run_plants,60792,62000
ai_deterministic,2,920001,HHO,p3,7,bureaucracy,bureaucracy,bureaucracy,,run_plants,57125,58000
ai_deterministic,2,920001,HHO,p2,8,auction,auction_start,later_auction_start,,auction_pass,1495000,1495000
ai_deterministic,2,920001,HHO,p3,8,auction,auction_start,later_auction_start,,auction_pass,1732209,1709000
ai_deterministic,2,920001,HHO,p3,8,buy_resources,buy_resources,resource_plan,oil,buy_resource,1050084,1051000
ai_deterministic,2,920001,HHO,p3,8,buy_resources,buy_resources,resource_cached,uranium,buy_resource,8750,9000
ai_deterministic,2,920001,HHO,p2,8,buy_resources,buy_resources,resource_plan,coal,buy_resource,1433834,1434000
ai_deterministic,2,920001,HHO,p2,8,buy_resources,buy_resources,resource_cached,oil,buy_resource,9125,9000
ai_deterministic,2,920001,HHO,p3,8,build_houses,build_houses,build_houses,,commit_build,323125,324000
ai_deterministic,2,920001,HHO,p3,8,build_houses,build_houses,build_houses,,commit_build,244250,245000
ai_deterministic,2,920001,HHO,p3,8,build_houses,build_houses,build_houses,,finish_building,181209,181000
ai_deterministic,2,920001,HHO,p2,8,build_houses,build_houses,build_houses,,commit_build,222334,223000
ai_deterministic,2,920001,HHO,p2,8,build_houses,build_houses,build_houses,,commit_build,179792,181000
ai_deterministic,2,920001,HHO,p2,8,build_houses,build_houses,build_houses,,finish_building,127791,128000
ai_deterministic,2,920001,HHO,p2,8,bureaucracy,bureaucracy,bureaucracy,,run_plants,80250,81000
ai_deterministic,2,920001,HHO,p3,8,bureaucracy,bureaucracy,bureaucracy,,run_plants,28000,29000
ai_deterministic,2,920001,HHO,p2,9,auction,auction_start,later_auction_start,,auction_start,1188417,1189000
ai_deterministic,2,920001,HHO,p3,9,auction,auction_bid,later_auction_bid,,auction_pass,772250,774000
ai_deterministic,2,920001,HHO,p2,9,auction,auction_bid,later_auction_bid,,auction_pass,399125,403000
ai_deterministic,2,920001,HHO,p2,9,auction,auction_start,later_auction_start,,auction_start,1130625,1131000
ai_deterministic,2,920001,HHO,p3,9,auction,auction_bid,later_auction_bid,,auction_pass,759708,760000
ai_deterministic,2,920001,HHO,p2,9,auction,discard_power_plant,discard_power_plant,,discard_power_plant,8791,9000
ai_deterministic,2,920001,HHO,p3,9,auction,auction_start,later_auction_start,,auction_pass,1322083,1273000
ai_deterministic,2,920001,HHO,p3,9,buy_resources,buy_resources,resource_plan,oil,buy_resource,1108750,1112000
ai_deterministic,2,920001,HHO,p3,9,buy_resources,buy_resources,resource_cached,uranium,buy_resource,8250,9000
ai_deterministic,2,920001,HHO,p2,9,buy_resources,buy_resources,resource_plan,coal,buy_resource,1371792,1373000
ai_deterministic,2,920001,HHO,p2,9,buy_resources,buy_resources,resource_cached,oil,buy_resource,8292,8000
ai_deterministic,2,920001,HHO,p2,9,buy_resources,buy_resources,resource_cached,uranium,buy_resource,7584,10000
ai_deterministic,2,920001,HHO,p3,9,build_houses,build_houses,build_houses,,finish_building,294667,295000
ai_deterministic,2,920001,HHO,p2,9,build_houses,build_houses,build_houses,,commit_build,361459,362000
ai_deterministic,2,920001,HHO,p2,9,build_houses,build_houses,build_houses,,commit_build,290041,290000
ai_deterministic,2,920001,HHO,p2,9,build_houses,build_houses,build_houses,,commit_build,224459,225000
ai_deterministic,2,920001,HHO,p2,9,build_houses,build_houses,build_houses,,commit_build,187333,188000
ai_deterministic,2,920001,HHO,p2,9,build_houses,build_houses,build_houses,,finish_building,117958,119000
ai_deterministic,2,920001,HHO,p2,9,bureaucracy,bureaucracy,bureaucracy,,run_plants,59709,60000
ai_deterministic,2,920001,HHO,p3,9,bureaucracy,bureaucracy,bureaucracy,,run_plants,33209,33000
ai_deterministic,2,920001,HHO,p2,10,auction,auction_start,later_auction_start,,auction_start,1814458,1815000
ai_deterministic,2,920001,HHO,p3,10,auction,auction_bid,later_auction_bid,,auction_pass,828167,828000
ai_deterministic,2,920001,HHO,p2,10,auction,auction_bid,later_auction_bid,,auction_bid,543333,543000
ai_deterministic,2,920001,HHO,p2,10,auction,discard_power_plant,discard_power_plant,,discard_power_plant,9750,10000
ai_deterministic,2,920001,HHO,p3,10,auction,auction_start,later_auction_start,,auction_start,1966750,1967000
ai_deterministic,2,920001,HHO,p3,10,auction,auction_bid,later_auction_bid,,auction_pass,978541,968000
ai_deterministic,2,920001,HHO,p3,10,auction,auction_start,later_auction_start,,auction_pass,1502250,1502000
ai_deterministic,2,920001,HHO,p3,10,buy_resources,buy_resources,resource_plan,oil,buy_resource,611084,612000
ai_deterministic,2,920001,HHO,p3,10,buy_resources,buy_resources,resource_cached,uranium,buy_resource,8708,9000
ai_deterministic,2,920001,HHO,p2,10,buy_resources,buy_resources,resource_plan,coal,buy_resource,925041,926000
ai_deterministic,2,920001,HHO,p2,10,buy_resources,buy_resources,resource_cached,oil,buy_resource,8208,12000
ai_deterministic,2,920001,HHO,p3,10,build_houses,build_houses,build_houses,,finish_building,440417,441000
ai_deterministic,2,920001,HHO,p2,10,build_houses,build_houses,build_houses,,commit_build,239708,241000
ai_deterministic,2,920001,HHO,p2,10,build_houses,build_houses,build_houses,,commit_build,163334,164000
ai_deterministic,2,920001,HHO,p2,10,build_houses,build_houses,build_houses,,finish_building,112791,113000
ai_deterministic,2,920001,HHO,p2,10,bureaucracy,bureaucracy,bureaucracy,,run_plants,70750,72000
ai_deterministic,2,920001,HHO,p3,10,bureaucracy,bureaucracy,bureaucracy,,run_plants,29875,30000
ai_deterministic,3,920002,HOO,p2,1,auction,auction_bid,opening_auction_bid,,auction_bid,20250,25000
ai_deterministic,3,920002,HOO,p2,1,auction,auction_bid,opening_auction_bid,,auction_pass,15375,16000
ai_deterministic,3,920002,HOO,p2,1,auction,auction_bid,opening_auction_bid,,auction_bid,15584,17000
ai_deterministic,3,920002,HOO,p2,1,auction,auction_bid,opening_auction_bid,,auction_pass,25667,25000
ai_deterministic,3,920002,HOO,p2,1,auction,auction_start,opening_auction_start,,auction_start,44167,44000
ai_deterministic,3,920002,HOO,p2,1,buy_resources,buy_resources,resource_plan,coal,buy_resource,455542,459000
ai_deterministic,3,920002,HOO,p2,1,build_houses,build_houses,build_houses,,commit_build,217875,222000
